q1,q2,mean,stddev,stddev/mean
0.000000000100000,0.000000000100000,0.000000000516303,0.000000000020062,0.038856512923448
0.000000000100000,0.196349540949362,0.960185564862767,0.036428201036507,0.037938709317832
0.000000000100000,0.392699081798724,1.662296093463766,0.059829759551385,0.035992239762001
0.000000000100000,0.589048622648086,2.052637679482023,0.070381031457498,0.034288092906517
0.000000000100000,0.785398163497448,2.221077756970985,0.073947475134976,0.033293510280263
0.000000000100000,0.981747704346810,2.271434492188296,0.074626416593730,0.032854311603693
0.000000000100000,1.178097245196172,2.272861718589688,0.074340362269151,0.032707824528489
0.000000000100000,1.374446786045534,2.262508326056853,0.073932179349621,0.032677086089876
0.000000000100000,1.570796326894897,2.257439883346027,0.073762278763012,0.032675190735835
0.000000000100000,1.767145867744259,2.262508326066394,0.073932179349951,0.032677086089884
0.000000000100000,1.963495408593621,2.272861718598471,0.074340362269595,0.032707824528558
0.000000000100000,2.159844949442983,2.271434492170521,0.074626416593735,0.032854311603952
0.000000000100000,2.356194490292345,2.221077756874585,0.073947475133283,0.033293510280945
0.000000000100000,2.552544031141707,2.052637679216999,0.070381031451242,0.034288092907897
0.000000000100000,2.748893571991069,1.662296092915808,0.059829759535022,0.035992239764021
0.000000000100000,2.945243112840431,0.960185563987562,0.036428201004938,0.037938709319535
0.000000000100000,3.141592653689793,0.000000000516302,0.000000000020062,0.038856512923448
0.000000000100000,3.337942194539155,0.960185564862769,0.036428201036507,0.037938709317832
0.000000000100000,3.534291735388517,1.662296093463770,0.059829759551385,0.035992239762001
0.000000000100000,3.730641276237879,2.052637679482023,0.070381031457498,0.034288092906517
0.000000000100000,3.926990817087241,2.221077756970987,0.073947475134976,0.033293510280262
0.000000000100000,4.123340357936604,2.271434492188296,0.074626416593730,0.032854311603693
0.000000000100000,4.319689898785965,2.272861718589688,0.074340362269151,0.032707824528489
0.000000000100000,4.516039439635327,2.262508326056853,0.073932179349621,0.032677086089876
0.000000000100000,4.712388980484690,2.257439883346027,0.073762278763012,0.032675190735835
0.000000000100000,4.908738521334052,2.262508326066394,0.073932179349951,0.032677086089884
0.000000000100000,5.105088062183414,2.272861718598472,0.074340362269595,0.032707824528558
0.000000000100000,5.301437603032776,2.271434492170521,0.074626416593735,0.032854311603952
0.000000000100000,5.497787143882138,2.221077756874584,0.073947475133282,0.033293510280945
0.000000000100000,5.694136684731500,2.052637679217000,0.070381031451243,0.034288092907897
0.000000000100000,5.890486225580862,1.662296092915807,0.059829759535021,0.035992239764021
0.000000000100000,6.086835766430224,0.960185563987561,0.036428201004939,0.037938709319536
0.196349540949362,0.000000000100000,0.000000036034186,0.000000044381939,1.231662036866613
0.196349540949362,0.196349540949362,0.960185564862767,0.036428201036506,0.037938709317831
0.196349540949362,0.392699081798724,1.662296093463769,0.059829759551384,0.035992239762000
0.196349540949362,0.589048622648086,2.052637679482024,0.070381031457498,0.034288092906517
0.196349540949362,0.785398163497448,2.221077756970985,0.073947475134976,0.033293510280263
0.196349540949362,0.981747704346810,2.271434492188296,0.074626416593730,0.032854311603693
0.196349540949362,1.178097245196172,2.272861718589688,0.074340362269151,0.032707824528489
0.196349540949362,1.374446786045534,2.262508326056852,0.073932179349621,0.032677086089876
0.196349540949362,1.570796326894897,2.257439883346027,0.073762278763012,0.032675190735835
0.196349540949362,1.767145867744259,2.262508326066394,0.073932179349951,0.032677086089884
0.196349540949362,1.963495408593621,2.272861718598472,0.074340362269595,0.032707824528558
0.196349540949362,2.159844949442983,2.271434492170521,0.074626416593735,0.032854311603952
